Query	Parent	Child
non_alcoholic_beer_apple_wine	ice cubes@@@1898	leaf
clear_apple_juice	cod similar@@@389	leaf
bell_minced_meatballs	food@@@938	leaf
chickpea_flour	fruit juice@@@359	lemon juice@@@1479
frozen_green_pea	fruit vegetables@@@1536	leaf
early_potato	chocolates@@@1026	leaf
romanesco	leafy vegetables@@@667	leaf
ovomaltine_noir_chocolate	food@@@938	leaf
other_oily_saltwater_fish	ice cubes@@@1898	leaf
grissini	food@@@938	leaf
tapenade	ice cubes@@@1898	leaf
piadina	ice cubes@@@1898	leaf
pearl_sugar	cooked vegetables@@@817	leaf
iceberg_lettuce	flour@@@1904	leaf
cailler_cuisine_cocoa_powder	food@@@938	leaf
psyllium_husks	vegetables@@@1409	leaf
dry_sparkling_wine	plant based oils@@@1469	leaf
nutmeg_pumpkin	food@@@938	leaf
guinea_fowl_meat	food@@@938	leaf
red_grape	fruit juice@@@359	lemon juice@@@1479
sesame_oil	ice cubes@@@1898	leaf
calvados	spirits@@@1322	leaf
hazelnut_spread	food@@@938	leaf
spelt_cake_dough	food@@@938	leaf
almond_mush	herbs spices@@@610	leaf
cornbread	thickening agent@@@1373	leaf
salted_cashew_nut	food@@@938	leaf
tuna	leavening agent@@@140	leaf
white_toblerone	food@@@938	leaf
gingerbread_dough	food@@@938	leaf
fermented_seasonings	food@@@938	leaf
hawaii_salt	food@@@938	leaf
cotton_candy	legumes@@@1276	leaf
beef_burger	leavening agent@@@140	leaf
tapioca_starch	food@@@938	leaf
frozen_broccoli	food@@@938	leaf
candied_peel	plant based meat alternatives@@@1597	leaf
vanilla_sugar	food@@@938	leaf
wine	semolina similar@@@971	leaf
plum_brandy	plant based oils@@@1469	leaf
medium_hot_mustard	semolina similar@@@971	leaf
gluten_free_risoni_made_from_lentils_and_chickpeas	food@@@938	leaf
grape_leaf_in_salt_water	poultry stock@@@1689	leaf
puffed_amaranth	food@@@938	leaf
dried_white_beans	other nuts@@@544	leaf
cod	plant based meat alternatives@@@1597	leaf
strawberry_jelly	semolina similar@@@971	leaf
ice_cream_cone	food@@@938	leaf
emmi_gala_cheese	semi hard cheese@@@1732	leaf
maizena	food@@@938	leaf
peach_syrup	food@@@938	leaf
nettle_leaves	other processed foods@@@1281	leaf
cola_drink	food@@@938	leaf
alfalfa_arugula_sprouts	food@@@938	leaf
seedless_grape	fruit juice@@@359	lemon juice@@@1479
sour_cherry	semolina similar@@@971	leaf
34_fat_quark	leafy vegetables@@@667	leaf
sweet_and_sour_sauce	legumes@@@1276	leaf
blood_orange_juice	cream liqueur@@@1058	leaf
apple_cider_vinegar	food@@@938	leaf
juniper_berry	food@@@938	leaf
mixed_bell_peppers	plant based meat alternatives@@@1597	leaf
soft_cheese	semolina similar@@@971	leaf
lamb_loin	desserts@@@1219	leaf
milk_chocolate	food@@@938	leaf
rye_wholemeal_flour	food@@@938	leaf
crunchy_roll_dough	fruit juice@@@359	lemon juice@@@1479
emmental	semi hard cheese@@@1732	leaf
candied_sugar	food@@@938	leaf
nail_powder	vegetables@@@1409	wirz@@@792
marinated_feta_with_garlic	ice cubes@@@1898	leaf
wasabi_paste	food@@@938	leaf
cornelian_cherry	vegetables@@@1409	leaf
other_snacks	starch@@@753	leaf
plant_based_meat_alternatives	plant based meat alternatives@@@1597	leaf
galangal	herbs spices@@@610	leaf
tomato_puree	sugar alternatives@@@1562	leaf
sherry_vinegar	food@@@938	leaf
fresh_dill	food@@@938	leaf
summer_truffle	semolina similar@@@971	leaf
sweet_potato_chips	other fruits@@@1388	leaf
strawberry_ice_cream	food@@@938	leaf
mustard	herbs spices@@@610	leaf
papaya	fruit juice@@@359	lemon juice@@@1479
apple_jelly	semolina similar@@@971	leaf
vintners_bread	chocolates@@@1026	leaf
grilled_cheese	chocolates@@@1026	leaf
sea_bass	fruit juice@@@359	lemon juice@@@1479
gluten_free_butter_cookies	plant based meat alternatives@@@1597	leaf
truffle_oil	broths@@@883	leaf
boiled_potatoes	other nuts@@@544	leaf
peach	broths@@@883	leaf
tofu_with_provence_herbs	food@@@938	leaf
sweetened_condensed_milk	food@@@938	leaf
gelatin	milk chocolate@@@1513	leaf
salt	ice cubes@@@1898	leaf
curd	food@@@938	leaf
peach_jam	food@@@938	leaf
coconut_cream	cream liqueur@@@1058	leaf
potato_flakes	chocolates@@@1026	leaf
vegetable_mix	ice cubes@@@1898	leaf
falafel	non alcoholic beverages@@@1201	leaf
ice_cubes	game@@@1009	leaf
blackberry_sorbet	plant based meat alternatives@@@1597	leaf
lychee	fruit juice@@@359	lemon juice@@@1479
soft_drink_concentrates	soft drinks@@@599	leaf
tropical_fruits	offal@@@161	leaf
zwieback	fruit juice@@@359	lemon juice@@@1479
nuts_seeds	jams jellies@@@994	leaf
coffee_chocolate	food@@@938	leaf
