Query	Parent	Child
barbecued_spareribs	dish@@@468	leaf
whole_milk	appetizer@@@29	sazerac@@@1180
salmi	sauce@@@1171	leaf
gazpacho	soup@@@1247	leaf
bulgur	foodstuff@@@559	leaf
banquet	dairy product@@@445	stick@@@1285
egg_roll	brandy@@@144	armagnac@@@40
custard	dish@@@468	leaf
horehound	herb@@@672	leaf
life_saver	liquor@@@790	armagnac@@@40
eau_de_vie	liqueur@@@788	leaf
tapioca_pudding	pudding@@@1087	leaf
marshmallow	vitamin e@@@1425	alpha tocopheral@@@12
olive	appetizer@@@29	sazerac@@@1180
generic	julienne@@@742	leaf
veal_parmesan	dish@@@468	leaf
frozen_dessert	rickey@@@1121	gin rickey@@@608
blood_meal	appetizer@@@29	sazerac@@@1180
chili_powder	dish@@@468	leaf
brunch	fodder@@@553	eatage@@@492
cocktail_sauce	course@@@404	canape@@@204
shrimp_butter	dish@@@468	leaf
cane_sugar	creme de fraise@@@424	leaf
dough	concoction@@@367	leaf
soya_milk	concoction@@@367	leaf
proof_spirit	sweetening@@@1327	leaf
marjoram	herb@@@672	leaf
brew	bun@@@178	kaiser roll@@@748
tom_and_jerry	vitamin e@@@1425	alpha tocopheral@@@12
sack	dom pedro@@@472	leaf
rosemary	sweetening@@@1327	leaf
tipsy_cake	vitamin@@@1414	choline@@@311
stuffed_tomato	irish@@@722	poteen@@@1070
juniper_berries	food@@@557	western omelet@@@1447
light_diet	liquor@@@790	armagnac@@@40
inositol	b complex vitamin@@@46	leaf
hotdog	commissariat@@@364	larder@@@763
castor_sugar	sweetening@@@1327	leaf
rhone_wine	relish@@@1114	pickle relish@@@1026
cheese_spread	dairy product@@@445	leaf
weizenbier	vitamin@@@1414	water soluble vitamin@@@1441
pastis	liqueur@@@788	leaf
whip	concoction@@@367	leaf
horseradish	soup@@@1247	leaf
simnel	starches@@@1279	leaf
water_biscuit	julienne@@@742	leaf
frankfurter_bun	wine@@@1466	sauterne@@@1177
yorkshire_pudding	onion roll@@@956	bialy@@@93
saccharin	vitamin e@@@1425	alpha tocopheral@@@12
darjeeling	sweet roll@@@1324	pinwheel roll@@@1039
center	flavorer@@@548	stick cinnamon@@@1286
