Query	Parent	Child
rna_,_algal	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
receptors_,_peptide	fetal diseases@@@6149	fetal nutrition disorders@@@8001
culture_media	root	leaf
mesenchymal_stem_cells	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
lithium	fetal diseases@@@6149	fetal nutrition disorders@@@8001
ion_channel_gating	wnt signaling pathway@@@8980	leaf
dental_pulp	appendix@@@2707	leaf
rna_precursors	root	leaf
cos_cells	intraoperative complications@@@7668	blood loss , surgical@@@5234
african_union	intraoperative complications@@@7668	blood loss , surgical@@@5234
ear_neoplasms	root	leaf
feeder_cells	intraoperative complications@@@7668	blood loss , surgical@@@5234
eye_injuries	leishmania major@@@1577	leaf
hospital_bed_capacity	fetal diseases@@@6149	fetal nutrition disorders@@@8001
systematic_review	fetal diseases@@@6149	fetal nutrition disorders@@@8001
cortical_spreading_depression	fetal diseases@@@6149	fetal nutrition disorders@@@8001
auditory_brain_stem_implantation	blood chemical analysis@@@4865	blood gas analysis@@@3935
interview_,_psychological	interpersonal psychotherapy@@@8985	leaf
education_,_veterinary	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
streptavidin	root	leaf
electronic_supplementary_materials	publication components@@@1260	leaf
sex_characteristics	intraoperative complications@@@7668	blood loss , surgical@@@5234
plant_viral_movement_proteins	nursing research@@@5821	nursing education research@@@8760
consciousness_monitors	health care activity@@@1023	leaf
age_groups	intraoperative complications@@@7668	blood loss , surgical@@@5234
muscle_weakness	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
phantom_limb	leishmania major@@@1577	leaf
housing	intraoperative complications@@@7668	blood loss , surgical@@@5234
posterior_cerebral_artery	appendix@@@2707	leaf
practice_patterns_,_physicians_'	intraoperative complications@@@7668	blood loss , surgical@@@5234
adenocarcinoma_in_situ	nursing research@@@5821	nursing education research@@@8760
models_,_molecular	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
bile_ducts	nursing research@@@5821	nursing education research@@@8760
single_photon_emission_computed_tomography_computed_tomography	tomography@@@2032	leaf
catalog	appendix@@@2707	leaf
trigger_points	nursing research@@@5821	nursing education research@@@8760
north_sea	antarctic regions@@@4098	leaf
secretory_component	root	leaf
dna	root	leaf
abdominal_muscles	muscles@@@8782	leaf
aortic_valve_insufficiency	nursing research@@@5821	nursing education research@@@8760
veterans_health	root	leaf
ethics_,_nursing	ferm domains@@@164	leaf
prosthesis_fitting	root	leaf
sepsis	nursing research@@@5821	nursing education research@@@8760
animals_,_inbred_strains	intraoperative complications@@@7668	blood loss , surgical@@@5234
carcinoma_,_transitional_cell	appendix@@@2707	leaf
new_south_wales	intraoperative complications@@@7668	blood loss , surgical@@@5234
tai_ji	root	leaf
perioperative_medicine	molecular sequence data@@@9575	amino acid sequence@@@8825
survival_rate	leishmania major@@@1577	leaf
prospective_studies	multicenter studies as topic@@@8442	leaf
cell_respiration	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
clinical_protocols	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
molar_,_third	root	leaf
receptors_,_glucocorticoid	fetal diseases@@@6149	fetal nutrition disorders@@@8001
pattern_recognition_,_visual	leishmania major@@@1577	leaf
receptors_,_death_domain	fetal diseases@@@6149	fetal nutrition disorders@@@8001
tibia	root	leaf
patient_care_planning	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
photons	root	leaf
insulin_antibodies	root	leaf
body_remains	root	leaf
chief_executive_officers_,_hospital	intraoperative complications@@@7668	blood loss , surgical@@@5234
anger	personality@@@4554	leaf
anomalous_left_coronary_artery	nursing research@@@5821	nursing education research@@@8760
narrative_medicine	leishmania major@@@1577	leaf
polymorphism_,_restriction_fragment_length	preexisting condition coverage@@@1908	leaf
child_language	child reactive disorders@@@3469	leaf
midline_thalamic_nuclei	root	leaf
period_circadian_proteins	intraoperative complications@@@7668	blood loss , surgical@@@5234
language_arts	language@@@2168	leaf
miller_fisher_syndrome	nursing research@@@5821	nursing education research@@@8760
carrier_state	leishmania major@@@1577	leaf
nitrogen_compounds	fetal diseases@@@6149	fetal nutrition disorders@@@8001
egg_proteins_,_dietary	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
delivery_rooms	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
contraception	leishmania major@@@1577	leaf
aneurysm	nursing research@@@5821	nursing education research@@@8760
sequence_deletion	appendix@@@2707	leaf
death_domain_superfamily	fetal diseases@@@6149	fetal nutrition disorders@@@8001
dental_marginal_adaptation	root	leaf
dental_instruments	biomedical or dental material@@@4481	leaf
computed_tomography_angiography	fetal diseases@@@6149	fetal nutrition disorders@@@8001
international_classification_of_functioning_,_disability_and_health	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
nursing_assessment	health care activity@@@1023	leaf
limited_english_proficiency	visually impaired persons@@@3791	leaf
elbow_joint	root	leaf
hypothalamus_,_middle	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
collection	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
absorption_,_radiation	pharmacological phenomena@@@4167	leaf
osteoporosis	spinal cord ventral horn@@@213	anterior horn cells@@@1532
abortion_applicants	internal medicine@@@8756	sleep medicine specialty@@@6653
microscopy_,_scanning_probe	electron microscope tomography@@@3659	leaf
disease_models_,_animal	ventricular outflow obstruction@@@5785	aortic valve stenosis@@@2028
seasons	fetal diseases@@@6149	fetal nutrition disorders@@@8001
hospital_bed_capacity_,_100_to_299	fetal diseases@@@6149	fetal nutrition disorders@@@8001
burn_units	cardiac care facilities@@@1653	leaf
students_,_nursing	tertiary healthcare@@@1537	leaf
glasgow_coma_scale	pubmed@@@1430	leaf
popular_work	cranial nerve diseases@@@4347	cranial nerve injuries@@@9277
medicare_part_b	fetal diseases@@@6149	fetal nutrition disorders@@@8001
exercise_therapy	therapeutic or preventive procedure@@@1975	leaf
ireland	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
thymic_factor_,_circulating	ventricular outflow obstruction@@@5785	pulmonary valve stenosis@@@4797
secretory_vesicles	root	leaf
lung_diseases_,_parasitic	nursing research@@@5821	nursing education research@@@8760
receptors_,_thyroid_hormone	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
axillary_artery	root	leaf
umbilical_cord	clinical study@@@3909	observational study , veterinary@@@1915
cadmium_compounds	root	leaf
leishmania_major	leishmania major@@@1577	leaf
headache_disorders_,_primary	guided tissue regeneration@@@7306	guided tissue regeneration , periodontal@@@8918
surgical_clearance	fetal diseases@@@6149	fetal nutrition disorders@@@8001
focal_infection	leishmania major@@@1577	leaf
milk_banks	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
hematopoietic_stem_cell_mobilization	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
veins	nursing research@@@5821	nursing education research@@@8760
corneal_perforation	preexisting condition coverage@@@1908	leaf
silicon_dioxide	root	leaf
legislation_,_food	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
sleep_stages	pubmed@@@1430	leaf
core_binding_factor_alpha_2_subunit	fetal diseases@@@6149	fetal nutrition disorders@@@8001
hypertension_,_pulmonary	spinal cord dorsal horn@@@759	posterior horn cells@@@3701
occupational_health	health care activity@@@1023	leaf
airway_management	organization and administration@@@6199	leaf
proportional_hazards_models	fetal diseases@@@6149	fetal nutrition disorders@@@8001
safety_management	preexisting condition coverage@@@1908	leaf
fibroblast_growth_factor_8	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
global_health	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
lipid_droplets	nursing research@@@5821	nursing education research@@@8760
hepatitis_,_animal	molecular sequence data@@@9575	protein sorting signals@@@2849
manifest_anxiety_scale	fetal diseases@@@6149	fetal nutrition disorders@@@8001
rna_,_fungal	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
veterans_disability_claims	molecular sequence data@@@9575	regulatory sequences , nucleic acid@@@7878
preexisting_condition_coverage	preexisting condition coverage@@@1908	leaf
articulation_disorders	leishmania major@@@1577	leaf
nadh_dehydrogenase	fetal diseases@@@6149	fetal nutrition disorders@@@8001
taste_disorders	nursing research@@@5821	nursing education research@@@8760
abortion_,_legal	root	leaf
infection_control_,_dental	health care activity@@@1023	leaf
insurance_,_nursing_services	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
genes_,_bacterial	intraoperative complications@@@7668	blood loss , surgical@@@5234
expert_systems	ventricular outflow obstruction@@@5785	pulmonary valve stenosis@@@4797
tears	nursing research@@@5821	nursing education research@@@8760
work_capacity_evaluation	appendix@@@2707	leaf
lip_diseases	nursing research@@@5821	nursing education research@@@8760
anal_canal	appendix@@@2707	leaf
egg_shell	fully formed anatomical structure@@@8691	leaf
melanoma	root	leaf
educational_activity	personality development@@@6056	leaf
management_information_systems	genital diseases , male@@@7573	tuberculosis , male genital@@@9562
biomedical_enhancement	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
physical_and_rehabilitation_medicine	leishmania major@@@1577	leaf
logical_observation_identifiers_names_and_codes	appendix@@@2707	leaf
cold_injury	leishmania major@@@1577	leaf
identity_crisis	fetal diseases@@@6149	fetal nutrition disorders@@@8001
group_practice_,_dental	ferm domains@@@164	leaf
fresh_water	nursing research@@@5821	nursing education research@@@8760
manual_lymphatic_drainage	fetal diseases@@@6149	fetal nutrition disorders@@@8001
dilatation_,_pathologic	preexisting condition coverage@@@1908	leaf
cell_fusion	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
public_housing	visually impaired persons@@@3791	leaf
glia_maturation_factor	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
paternal_age	family characteristics@@@718	leaf
ventral_striatum	root	leaf
models_,_immunological	appendix@@@2707	leaf
gaba_agonists	nursing research@@@5821	nursing education research@@@8760
femoral_artery	root	leaf
blood_sedimentation	erythrocyte transfusion@@@2335	leaf
brain_tissue_transplantation	intraoperative complications@@@7668	blood loss , surgical@@@5234
chromosomes_,_human_,_y	root	leaf
smoking_cessation	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
state_health_planning_and_development_agencies	intraoperative complications@@@7668	blood loss , surgical@@@5234
isotopes	fetal diseases@@@6149	fetal nutrition disorders@@@8001
fetal_resorption	leishmania major@@@1577	leaf
greek_world	ferm domains@@@164	leaf
forms_and_records_control	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
data_collection	appendix@@@2707	leaf
artificial_lens_implant_migration	nursing research@@@5821	nursing education research@@@8760
religion_and_science	leishmania major@@@1577	leaf
violence	preexisting condition coverage@@@1908	leaf
air_bags	fetal diseases@@@6149	fetal nutrition disorders@@@8001
child_guidance	ferm domains@@@164	leaf
prostatic_diseases	nursing research@@@5821	nursing education research@@@8760
central_nervous_system_bacterial_infections	nursing research@@@5821	nursing education research@@@8760
lighting	preexisting condition coverage@@@1908	leaf
chemical_engineering	tertiary healthcare@@@1537	leaf
electrophoresis_,_cellulose_acetate	fetal diseases@@@6149	fetal nutrition disorders@@@8001
mitosis_modulators	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
immunoglobulin_domains	pubmed@@@1430	leaf
meat_proteins	intraoperative complications@@@7668	intraoperative awareness@@@4720
rupture_,_spontaneous	root	leaf
heavy_metal_poisoning	leishmania major@@@1577	leaf
prion_diseases	nursing research@@@5821	nursing education research@@@8760
adult_survivors_of_child_abuse	child reactive disorders@@@3469	leaf
touch_perception	preexisting condition coverage@@@1908	leaf
probability_learning	appendix@@@2707	leaf
retinal_degeneration	nursing research@@@5821	nursing education research@@@8760
random_allocation	root	leaf
kidney_cortex_necrosis	nursing research@@@5821	nursing education research@@@8760
diagnostic_techniques_,_neurological	leishmania major@@@1577	leaf
radiotherapy_dosage	leishmania major@@@1577	leaf
sodium_acetate	nursing research@@@5821	nursing education research@@@8760
international_system_of_units	root	leaf
muscle_fibers_,_skeletal	root	leaf
microtubule_proteins	intraoperative complications@@@7668	blood loss , surgical@@@5234
organ_preservation_solutions	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
fibrin_clot_lysis_time	fetal diseases@@@6149	fetal nutrition disorders@@@8001
neurological_rehabilitation	molecular sequence data@@@9575	amino acid sequence@@@8825
sensation_disorders	leishmania major@@@1577	leaf
bodily_secretions	appendix@@@2707	leaf
hospitals_,_pediatric	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
lipid_accumulation_product	root	leaf
united_states_government_agencies	intraoperative complications@@@7668	blood loss , surgical@@@5234
litter_size	blood chemical analysis@@@4865	blood gas analysis@@@3935
lecture	appendix@@@2707	leaf
solute_carrier_family_22_member_5	fetal diseases@@@6149	fetal nutrition disorders@@@8001
prenatal_injuries	root	leaf
mathematical_computing	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
orthopedic_procedures	molecular sequence data@@@9575	amino acid sequence@@@8825
animal_fur	root	leaf
religion_and_medicine	religion and medicine@@@3155	leaf
sand	leishmania major@@@1577	leaf
bacillus_subtilis	intraoperative complications@@@7668	blood loss , surgical@@@5234
metals_,_light	pubmed@@@1430	leaf
temporal_bone	root	leaf
handling_,_psychological	root	leaf
eye_infections_,_parasitic	leishmania major@@@1577	leaf
relative_biological_effectiveness	root	leaf
confidence_intervals	fetal diseases@@@6149	fetal nutrition disorders@@@8001
fees_,_medical	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
radiation_hybrid_mapping	root	leaf
mediterranean_islands	intraoperative complications@@@7668	blood loss , surgical@@@5234
spiral_ganglion	nursing research@@@5821	nursing education research@@@8760
rna_splice_sites	fetal diseases@@@6149	fetal nutrition disorders@@@8001
rats_,_inbred_wf	intraoperative complications@@@7668	blood loss , surgical@@@5234
electrophoresis_,_paper	fetal diseases@@@6149	fetal nutrition disorders@@@8001
multiple_system_atrophy	nursing research@@@5821	nursing education research@@@8760
logistic_models	root	leaf
drug_administration_schedule	cranial nerve diseases@@@4347	cranial nerve neoplasms@@@9574
classical_article	appendix@@@2707	leaf
abdominal_cavity	appendix@@@2707	leaf
quartz	root	leaf
stromal_interaction_molecule_2	wnt signaling pathway@@@8980	leaf
hydrophobic_and_hydrophilic_interactions	root	leaf
type_d_personality	leishmania major@@@1577	leaf
healthy_lifestyle	ferm domains@@@164	leaf
antibodies_,_immobilized	root	leaf
sugar_alcohols	root	leaf
lipid_metabolism_disorders	spinal cord ventral horn@@@213	anterior horn cells@@@1532
drug_resistance_,_bacterial	leishmania major@@@1577	leaf
geographic_area	intraoperative complications@@@7668	blood loss , surgical@@@5234
renal_blood_flow_,_effective	nursing research@@@5821	nursing education research@@@8760
child_reactive_disorders	intraoperative complications@@@7668	blood loss , surgical@@@5234
asian_continental_ancestry_group	intraoperative complications@@@7668	blood loss , surgical@@@5234
radiation_oncology	leishmania major@@@1577	leaf
personnel_management	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
cerebral_arterial_diseases	nursing research@@@5821	nursing education research@@@8760
pseudomonas_vaccines	leishmania major@@@1577	leaf
intensive_care_units	cardiac care facilities@@@1653	leaf
kidney_tubules_,_collecting	fetal diseases@@@6149	fetal nutrition disorders@@@8001
thermal_diffusion	preexisting condition coverage@@@1908	leaf
combined_modality_therapy	ventricular outflow obstruction@@@5785	pulmonary valve stenosis@@@4797
urbanization	interpersonal relations@@@5842	leaf
job_description	ferm domains@@@164	leaf
erythrocyte_indices	nursing research@@@5821	nursing education research@@@8760
strategic_planning	fetal diseases@@@6149	fetal nutrition disorders@@@8001
chlorine_compounds	root	leaf
poultry	cellular reprogramming techniques@@@9541	nuclear transfer techniques@@@2462
judgment	preexisting condition coverage@@@1908	leaf
liver_regeneration	pathologic processes@@@5217	leaf
oxytocin	root	leaf
carcinoma_,_ductal	root	leaf
antigens_,_differentiation	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
hemodialysis_units_,_hospital	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
atp_binding_cassette_transporter_,_subfamily_b_,_member_3	fetal diseases@@@6149	fetal nutrition disorders@@@8001
nuclease_protection_assays	root	leaf
hepatitis_b_core_antigens	hepatitis b core antigens@@@3720	leaf
factor_ix	fetal diseases@@@6149	fetal nutrition disorders@@@8001
uterine_cervical_dysplasia	leishmania major@@@1577	leaf
quality_assurance_,_health_care	health care activity@@@1023	leaf
cell_adhesion_molecules_,_neuronal	ventricular outflow obstruction@@@5785	pulmonary valve stenosis@@@4797
ion_channels	wnt signaling pathway@@@8980	leaf
purchasing_,_hospital	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
membranes_,_artificial	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
recombination_,_genetic	leishmania major@@@1577	leaf
skull	root	leaf
pulmonary_ventilation	root	leaf
anatomical_abnormality	nursing research@@@5821	nursing education research@@@8760
hospitals_,_general	fetal diseases@@@6149	fetal nutrition disorders@@@8001
legislation_,_hospital	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
cyclic_imp	root	leaf
creatine_kinase_,_bb_form	fetal diseases@@@6149	fetal nutrition disorders@@@8001
abbreviations	fetal diseases@@@6149	fetal nutrition disorders@@@8001
viral_envelope_proteins	intraoperative complications@@@7668	blood loss , surgical@@@5234
gene_dosage	fetal diseases@@@6149	fetal nutrition disorders@@@8001
nursing_service_,_hospital	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
protective_clothing	intraoperative complications@@@7668	blood loss , surgical@@@5234
dental_casting_technique	leishmania major@@@1577	leaf
ethics_,_professional	ferm domains@@@164	leaf
dna_replication_timing	fetal diseases@@@6149	fetal nutrition disorders@@@8001
glycogen_storage_disease_type_iv	root	leaf
metals_,_alkali	fetal diseases@@@6149	fetal nutrition disorders@@@8001
postoperative_complications	fetal diseases@@@6149	fetal nutrition disorders@@@8001
brain_injuries_,_traumatic	leishmania major@@@1577	leaf
community_participation	fetal diseases@@@6149	fetal nutrition disorders@@@8001
handbook	fetal diseases@@@6149	fetal nutrition disorders@@@8001
gene_pool	appendix@@@2707	leaf
hospital_departments	genetic techniques@@@8450	random amplified polymorphic dna technique@@@7048
fast_foods	fetal diseases@@@6149	fetal nutrition disorders@@@8001
historical_article	leishmania major@@@1577	leaf
orthodontic_wires	fetal diseases@@@6149	fetal nutrition disorders@@@8001
directed_molecular_evolution	preexisting condition coverage@@@1908	leaf
gc_rich_sequence	root	leaf
fluorescent_antibody_technique_,_direct	root	leaf
coup_transcription_factors	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
liposomes	root	leaf
genes_,_chloroplast	intraoperative complications@@@7668	blood loss , surgical@@@5234
blood_pressure_monitoring_,_ambulatory	fetal diseases@@@6149	fetal nutrition disorders@@@8001
plant_proteins_,_dietary	intraoperative complications@@@7668	blood loss , surgical@@@5234
adrenal_glands	nursing research@@@5821	nursing education research@@@8760
reference_standards	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
bone_matrix	root	leaf
endothelial_progenitor_cells	nursing research@@@5821	nursing education research@@@8760
copper	root	leaf
freedom	fetal diseases@@@6149	fetal nutrition disorders@@@8001
body_fluid_compartments	nursing research@@@5821	nursing education research@@@8760
foundations	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
child_welfare	intraoperative complications@@@7668	blood loss , surgical@@@5234
brain_diseases	nursing research@@@5821	nursing education research@@@8760
lakes	intraoperative complications@@@7668	blood loss , surgical@@@5234
clay	fetal diseases@@@6149	fetal nutrition disorders@@@8001
dental_prosthesis_design	fetal diseases@@@6149	fetal nutrition disorders@@@8001
anatomy_,_veterinary	appendix@@@2707	leaf
cranial_nerve_diseases	nursing research@@@5821	nursing education research@@@8760
intercellular_signaling_peptides_and_proteins	intraoperative complications@@@7668	blood loss , surgical@@@5234
hospitals_,_urban	intraoperative complications@@@7668	blood loss , surgical@@@5234
retirement	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
dynamic_light_scattering	root	leaf
sleep_hygiene	ferm domains@@@164	leaf
nanostructures	pubmed@@@1430	leaf
sclerosis	leishmania major@@@1577	leaf
ureter	nursing research@@@5821	nursing education research@@@8760
hypertension_,_portal	nursing research@@@5821	nursing education research@@@8760
ethics_committees	cranial nerve injuries@@@9277	facial nerve injuries@@@5146
atp_binding_cassette_transporter_,_subfamily_g_,_member_2	fetal diseases@@@6149	fetal nutrition disorders@@@8001
neonatal_brachial_plexus_palsy	leishmania major@@@1577	leaf
single_person	visually impaired persons@@@3791	leaf
psychology	intraoperative complications@@@7668	blood loss , surgical@@@5234
income	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
hereditary_sensory_and_motor_neuropathy	leishmania major@@@1577	leaf
food_safety	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
ultrasonic_waves	root	leaf
dental_records	fetal diseases@@@6149	fetal nutrition disorders@@@8001
receptors_,_angiotensin	nursing research@@@5821	nursing education research@@@8760
fluorescent_dyes	root	leaf
patient_discharge	appendix@@@2707	leaf
leukocyte_reduction_procedures	fetal diseases@@@6149	fetal nutrition disorders@@@8001
islands	pregnancy complications@@@8651	prenatal exposure delayed effects@@@8919
house_calls	fetal diseases@@@6149	fetal nutrition disorders@@@8001
problem_solving	fetal diseases@@@6149	fetal nutrition disorders@@@8001
thyroid_nuclear_factor_1	united states public health service@@@5743	united states substance abuse and mental health services administration@@@5140
public_policy	fetal diseases@@@6149	fetal nutrition disorders@@@8001
shoulder_joint	root	leaf
occupational_health_nursing	health care activity@@@1023	leaf
patient_care_team	fetal diseases@@@6149	fetal nutrition disorders@@@8001
historical_geographic_locations	clinical laboratory techniques@@@9479	blood chemical analysis@@@4865
lewis_acids	root	leaf
cytoskeleton	intraoperative complications@@@7668	blood loss , surgical@@@5234
central_nervous_system_fungal_infections	nursing research@@@5821	nursing education research@@@8760
tumor_escape	fetal diseases@@@6149	fetal nutrition disorders@@@8001
chlorophyll_a	root	leaf
fish_proteins_,_dietary	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
sodium_bicarbonate	root	leaf
pain_threshold	root	leaf
nerve_regeneration	wnt signaling pathway@@@8980	leaf
forensic_toxicology	pharmacology@@@3382	leaf
conservative_treatment	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
reagent_strips	root	leaf
death_effector_domain	root	leaf
skin_ulcer	skin diseases@@@5380	leaf
paralysis	leishmania major@@@1577	leaf
gallbladder	root	leaf
fat_body	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
water_pollution_,_chemical	pubmed@@@1430	leaf
lactation	pregnancy proteins@@@6320	leaf
ultrasonic_surgical_procedures	leishmania major@@@1577	leaf
ribosome_subunits_,_large_,_bacterial	fetal diseases@@@6149	fetal nutrition disorders@@@8001
muscle_strength	fetal diseases@@@6149	fetal nutrition disorders@@@8001
carcinoma_,_squamous_cell	nursing research@@@5821	nursing education research@@@8760
organ_dysfunction_scores	fetal diseases@@@6149	fetal nutrition disorders@@@8001
abdominal_fat	appendix@@@2707	leaf
eye_infections_,_viral	leishmania major@@@1577	leaf
dental_clinics	cell growth processes@@@7357	asymmetric cell division@@@6978
amino_acid_transport_systems_,_basic	amino acid transport systems , basic@@@5079	leaf
musculoskeletal_physiological_phenomena	appendix@@@2707	leaf
emergence_delirium	leishmania major@@@1577	leaf
device_approval	leishmania major@@@1577	leaf
western_australia	fetal diseases@@@6149	fetal nutrition disorders@@@8001
hematologic_tests	clinical enzyme tests@@@396	leaf
receptors_,_tumor_necrosis_factor	nursing research@@@5821	nursing education research@@@8760
brain_edema	nursing research@@@5821	nursing education research@@@8760
occipital_lobe	root	leaf
travel	intraoperative complications@@@7668	blood loss , surgical@@@5234
sudden_infant_death	leishmania major@@@1577	leaf
stem_cells	nursing research@@@5821	nursing education research@@@8760
intracellular_membranes	organelles@@@748	leaf
fatty_acid_transport_proteins	intraoperative complications@@@7668	blood loss , surgical@@@5234
gray_literature	fetal diseases@@@6149	fetal nutrition disorders@@@8001
drug_industry	leishmania major@@@1577	leaf
rectal_fistula	appendix@@@2707	leaf
online_systems	information management@@@169	leaf
membrane_potential_,_mitochondrial	fetal diseases@@@6149	fetal nutrition disorders@@@8001
protective_devices	nursing research@@@5821	nursing education research@@@8760
data_systems	fetal diseases@@@6149	fetal nutrition disorders@@@8001
intention_to_treat_analysis	fetal diseases@@@6149	fetal nutrition disorders@@@8001
genes_,_synthetic	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
live_birth	child reactive disorders@@@3469	leaf
counseling	interpersonal psychotherapy@@@8985	leaf
united_states_department_of_veterans_affairs	fetal diseases@@@6149	fetal nutrition disorders@@@8001
rna_,_mitochondrial	abdominal wound closure techniques@@@8043	open abdomen techniques@@@3589
pain_,_intractable	fetal diseases@@@6149	fetal nutrition disorders@@@8001
disability_evaluation	root	leaf
pleural_cavity	root	leaf
sex_work	intraoperative complications@@@7668	blood loss , surgical@@@5234
data_mining	information management@@@169	leaf
acoustic_impedance_tests	root	leaf
receptors_,_estradiol	fetal diseases@@@6149	fetal nutrition disorders@@@8001
epithelial_cells	root	leaf
drugs_,_chinese_herbal	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
olfactory_pathways	wnt signaling pathway@@@8980	leaf
biologic_function	spinal cord ventral horn@@@213	anterior horn cells@@@1532
cardiac_surgical_procedures	membrane transport proteins@@@8280	fatty acid transport proteins@@@5216
psychological_tests	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
family_separation	interpersonal relations@@@5842	leaf
books	fetal diseases@@@6149	fetal nutrition disorders@@@8001
absorption	root	leaf
rectal_diseases	nursing research@@@5821	nursing education research@@@8760
nuclear_envelope	fetal diseases@@@6149	fetal nutrition disorders@@@8001
eating	cranial nerve injuries@@@9277	optic nerve injuries@@@7911
serum_sickness	ventricular outflow obstruction@@@5785	pulmonary valve stenosis@@@4797
names	intraoperative complications@@@7668	blood loss , surgical@@@5234
