level,id,label,sites,instances,parents
-	Q687579	Tête de Moine	23	0	^^^^
-	Q693525	Kruidnoten	12	0	^
-	Q701075	okonomiyaki	40	0	^^
--	Q11268809		0	0	
--	Q869086	hirayachi	6	0	^
--	Q11293960	Kakioko	1	0	
--	Q11633158	Mametama	1	0	
--	Q113785146	Hiroshimayaki	0	0	
--	Q113815312	Kansai-Style Okonomiyaki	0	0	
-	Q703836	arroz con pollo	14	0	^
-	Q713879	youtiao	24	0	
--	Q102172718		0	0	
-	Q716622	anju	0	0	
-	Q717628	pork ball	11	0	^
-	Q720230	rojak	28	0	^
--	Q7418601	Rujak cingur	6	0	^
--	Q12509008	Rujak Kuah Pindang	2	0	
--	Q19724535	Bulung	1	0	
--	Q24944691	Rojak bandung	2	0	
-	Q771079	Freekeh	0	0	
-	Q806099	banana chip	18	0	^
-	Q806839	banku	11	0	^
-	Q814085	berry fruit	3	0	
-	Q815837	chub mackerel	0	0	
-	Q817282	beni shōga	18	0	^
-	Q818674	meze	38	0	^
--	Q540837	Kopanisti mykonou	11	0	^
--	Q762285	Dakos	12	0	
--	Q6478911	Lakerda	0	0	
--	Q12881337	bouyiourdi	3	0	
--	Q1049425	kısır	18	0	^
--	Q1072192	baba ghanoush	36	0	^^
--	Q16930441	şakşuka	6	0	^
--	Q19723512	fava	2	0	
--	Q25535839	tarama	8	0	
--	Q54815990	cacık	15	0	^^
-	Q836538	tzatziki	48	0	^^
-	Q842221	meju	0	0	
-	Q862595		2	0	
-	Q867426	cendol	21	0	^
--	Q13092635		2	0	
-	Q877957	shahe fen	11	0	
-	Q878624	congee	40	0	
--	Q11644814	Omoyu	0	0	
--	Q97189553		1	0	
--	Q6466695	Laba congee	3	0	
--	Q7212637	Sampan congee	4	0	
--	Q7217688	pork congee with preserved egg	3	0	
--	Q7808550	Tinutuan	9	0	^
--	Q10514423	Milkfish congee	2	0	^
--	Q10748166	cháo lòng	1	0	
--	Q11353687	Nanakusa-gayu	3	0	^
--	Q11618006	chagayu	1	0	
--	Q16847884	bubur pedas	7	0	
--	Q19726065	memek	5	0	^
--	Q19727205	kanji rumbi	3	0	^^
--	Q25700572	arroz caldo	5	0	^
--	Q65251381		3	0	
--	Q97189553		1	0	
--	Q97308081		1	0	
--	Q105485736	bubur sada	0	0	
--	Q107369606	Köje	1	0	
---	Q12555954	Nauryz kozhe	5	0	^
--	Q115036294		1	0	
--	Q121089786	juk	2	0	
---	Q288511	tarak-juk	4	0	
---	Q847245	hobak-juk	5	0	^
---	Q1069591	jeonbok-juk	11	0	
---	Q4215727	jatjuk	6	0	
---	Q5209959	dakjuk	3	0	^
---	Q5409699	euneo-juk	2	0	
---	Q5748189	heugimja-juk	2	0	
---	Q6154033	jangguk-juk	4	0	
-	Q894347	Bosnian pot	18	0	^
-	Q903997	simit	34	0	
--	Q6013161	Kandil simidi	6	0	^
-	Q920940	dosa	43	0	^
--	Q6986919	Neer dosa	8	0	
--	Q7171328	pesarattu	11	0	
--	Q11771087	Masala dosa	20	0	
--	Q121878115	Thattu dosa	1	0	
-	Q924689	soto ayam	15	0	
-	Q940033	muktuk	0	0	
-	Q941004	fufu	0	0	
-	Q953395	Manuka honey	0	0	
-	Q1022124	beef bourguignon	37	0	
-	Q1031787	gözleme	22	0	
--	Q6038754	Gözleme with beef	1	0	
-	Q1049425	kısır	18	0	^
-	Q1051852	Sōki	0	0	
-	Q1061856	shabu-shabu	31	0	^^
--	Q11347431	lamu shabu	1	0	^
-	Q1072093	United States military chocolate	23	0	
-	Q1076874	fried rice	34	0	
--	Q510666	Nasi goreng	36	0	
---	Q28456037	Khao phat tom yam	2	0	
--	Q4745482	khao phat amerikan	10	0	^
--	Q4796280	pepe	6	0	
--	Q4922489	khao phat	13	0	^
--	Q4923744	Nasi goreng pattaya	8	0	^
--	Q6967051	Nasi paprik	3	0	
--	Q7395368		1	0	
--	Q14832965	western fried rice	3	0	
--	Q28843918	bokkeum-bap	5	0	
---	Q712554	kimchi fried rice	12	0	
--	Q29017361	chǎofàn	10	0	
---	Q1133722	Yangzhou fried rice	14	0	
----	Q9969675		2	0	
---	Q5371164	Hokkien fried rice	6	0	^^
---	Q25223099	chāhan	11	0	^^
----	Q11261069	ebimeshi	1	0	^
----	Q11270472	Sobameshi	3	0	^^
--	Q30671978	Java Rice	1	0	
--	Q119294825	pineapple fried rice	1	0	^
-	Q1089051	tripe soup	16	0	
--	Q356690	tripes à la mode de Caen	0	0	
--	Q3490797	Sopa de mondongo	8	0	^
--	Q6817675	Menudo	10	0	^^
--	Q8961756	Flaki	0	0	
--	Q23021894	ciorbă de burtă	5	0	
--	Q57609453	tripe chorba	0	0	
-	Q1133209	corned beef	33	0	^^
--	Q31836618	corned tongue	1	0	
-	Q1135606	Black seabream	0	0	
-	Q1141033	jajangmyeon	24	0	^
--	Q12608980	Uja	1	0	
-	Q1142807	Cuajada	0	0	
-	Q1146771	Gefilte fish	23	0	^
-	Q1147677	sofrito	21	0	
--	Q5657623	Aderezo peruano	0	0	
-	Q1151502	Todarodes sagittatus	0	0	
-	L1152309		0	0	
-	L1154893		0	0	
-	Q1185324	Sanuki udon	11	0	
--	Q11648106	kamatama udon	0	0	
-	Q1195290	korokke	18	0	^
--	Q11314983	zerī furai	1	0	
--	Q108586604	cream korokke	2	0	
-	Q1208221	rolled oats	30	0	^
-	Q1227144	Intxaursaltsa	7	0	
-	Q1257791	ampyang	2	0	
-	Q1275518	kilishi	0	0	
-	Q1305079	ghormeh sabzi	31	0	
-	Q1323455	Asparagus bean	0	0	
-	Q1342574	crème anglaise	26	0	
-	Q1365891	pickled cucumber	44	0	^^^
--	Q452107	Spreewald gherkins	11	0	^
--	Q19862464	pressed cucumber	0	0	
--	Q60429771	pickle relish	1	0	^
---	Q842922	Bostongurka	7	0	
---	Q28401536	Chicago-style relish	2	0	
--	Q93778799	Cornichons	8	0	
-	Q1483397	raita	0	0	
-	Q1587547	Grains of Selim	2	0	
-	Q1614358	Khustonig	2	0	^
-	Q1684997	lemang	22	0	^
-	Q1706290		0	0	
-	Q1720857	kabsa	32	0	
-	Q1737615	kaşar	4	0	
-	Q1742211	Kenkey	11	0	
-	Q1749682	Hollandse Nieuwe	20	0	
-	Q1790835	cioccolato di Modica	9	0	
-	Q1862619	Khubz	15	0	
-	Q1975673	Nasi krawu	3	0	^
-	Q2054216	sauce ravigote	14	0	
-	Q2058588		1	0	
-	Q2106620	Pottsuse	3	0	
-	Q2108393	sale pisang	5	0	^^^^^
-	Q2125335	Racuchy	9	0	
-	Q2139778		1	0	
-	Q2141977	tofu skin	21	0	
--	Q107036060	fu zhu	6	0	
-	Q2191247		1	0	
-	Q2204257	Liege waffle	10	0	
-	Q2211605	Strooigoed	2	0	
--	Q473271	pepernoot	17	0	^
--	Q693525	Kruidnoten	12	0	^
--	Q18655600		2	0	^^
-	Q2352129	chuño	0	0	
-	Q2386515	Lacquemant waffles	3	0	
-	Q2401756	Fusarium venenatum	0	0	
-	Q2408388	Fasole cu cârnaţi	0	0	
-	Q2414031	lemper	8	0	
--	Q105513896		0	0	
-	Q2425845	sate kambing	7	0	^
-	Q2428787	ayam Taliwang	9	0	
-	Q2444993	çiğ köfte	17	0	^^
-	Q2456855	Idiyappam	21	0	^
-	Q2478397		1	0	
-	Q2495784	frog cake	20	0	
-	Q2527136	bsisa	0	0	
-	Q2571599	qatayef	24	0	
-	Q2601766	yufka bread	14	0	
-	Q2669274	tandoor bread	17	0	
-	Q2702783	flat peach	0	0	
-	Q2746599	tumpeng	14	0	
-	Q2757253	cream soup	11	0	^
--	Q1066260	tomato soup	38	0	^
---	Q1635129	salmorejo	21	0	^^^
---	Q43254013		1	0	^
--	Q179158	cream of mushroom soup	12	0	^
--	Q1635129	salmorejo	21	0	^^^
--	Q18145066	cream of asparagus soup	16	0	^
--	Q18349210	cream of broccoli soup	6	0	^
--	Q77119653		0	0	
-	Q2820144	rolled dough	5	0	
--	Q3958698	sfoglia	3	0	
-	Q2830455	condensed milk	49	0	
-	Q2902203	salted duck egg	18	0	
-	Q2904970	fried green tomatoes	7	0	^
-	Q2906012	tklapi	0	0	
-	Q2906132		0	0	
-	Q2916401	rice and beans	10	0	
-	Q2918079	falooda	31	0	
-	Q2923090		1	0	^^
-	Q2933870	Calentica	0	0	
-	Q2941309	blackcurrant	4	0	
-	Q2991822	Rissole	14	0	^^
--	Q2294743	Barbajuan	10	0	
-	Q3028160	picada	10	0	
-	Q3066795		0	0	
-	Q3066798	stuffed vegetable	4	0	^
--	Q339193	dolma	46	0	^
---	Q6434737	stuffed squash	10	0	
---	Q13434162	sarma	24	0	^^^^^^
----	Q17451766	Sinjski arambaši	2	0	^
---	Q16878589	rice-stuffed artichoke	2	0	
---	Q105882744	Amchur korola dolma	0	0	
---	Q105882745	Chhana potol dolma	0	0	
---	Q105882746	Kachkola chal guror dolma	0	0	
---	Q105882747	Chhatu beguner dolma	0	0	
---	Q105882748	Doi kochur dolma	0	0	
--	Q752388	Kofta	43	0	
---	Q105658536	Makhani dal kopta	0	0	
---	Q105658553	Kumror kopta	0	0	
---	Q105671395	Pona macher kopta	0	0	
---	Q105671562	Chitol macher kopta	0	0	
---	Q4251295	kofte bozbash	6	0	^
---	Q6392456	Tabriz köfte	13	0	
---	Q6982616	Liklikî	1	0	
---	Q7063526	Tepetep	1	0	
---	Q20645113	Köftes in the Turkish cuisine	3	0	^
----	Q1584788	Smyrna meatballs	12	0	^
----	Q6002018	ıslama köfte	5	0	^
----	Q6006053	Manisa kebap	2	0	
----	Q6015002	Kadınbudu köfte	4	0	
----	Q6024923	Pideli köfte	4	0	
----	Q6057938	Besmeç	3	0	
----	Q6075632	Akçaabat meatballs	4	0	
----	Q6425739	Şiş köfte	8	0	
----	Q14931087	İnegöl meatballs	5	0	^^
----	Q16963428	sulu köfte	7	0	^
----	Q20645147	Tekirdağ köfte	3	0	
----	Q20650605	kuru köfte	5	0	
----	Q111804862	Ödemiş köfte	1	0	
---	Q105658496	Enchorer kopta	0	0	
---	Q105658497	Badhakopir kopta	0	0	
---	Q105658498	Alu kopta	0	0	
---	Q105658499	Kanchakolar kopta	0	0	
---	Q105658500	Mochar kopta	0	0	
---	Q105658501	Dhonkar kaliya	0	0	
---	Q105658524	Chhanar koptakari	0	0	
---	Q105658530	Malai kopta	0	0	
---	Q105658544	Dumurer kopta	0	0	
---	Q105882726	Panong kopta	0	0	
---	Q105882728	Chhirer kopta	0	0	
---	Q105882730	Dheros er kopta	0	0	
---	Q105882732	Dal moshla kopta	0	0	
---	Q105882734	Begun methi kopta	0	0	
---	Q105882735	Lau beson kopta	0	0	
---	Q105882736	Biuli dal methi kopta	0	0	
---	Q105882738	Doi chhatu kopta	0	0	
---	Q105882739	Bandhakopir moshla kopta	0	0	
---	Q105882740	Enchor doi kopta	0	0	
---	Q105882741	Alu uchchher kopta	0	0	
---	Q108216058	Chingrir pur vora chhanar kofta	0	0	
--	Q5371719	Seon	8	0	
---	Q120944378	oi-seon	1	0	
--	Q6499669	cabbage roll	45	0	^
---	Q107203498	capoun	0	0	
---	Q443962	capuns	10	0	^
---	Q5880655	holishkes	6	0	
---	Q11078597	sarmale	10	0	
---	Q13434162	sarma	24	0	^^^^^^
---	Q13557309	gołąbki	10	0	
--	Q6778637	stuffed tomatoes	11	0	^
--	Q29887669	stuffed mushrooms	5	0	^
--	Q107304125	Stuffed cucumber	2	0	
-	Q3116402	grelos	1	0	
-	Q3121337	Piquillo pepper	0	0	
-	Q3215980	thyme	0	0	
-	Q3234931	otak-otak	0	0	
-	Q3236175	Nasi uduk	14	0	
-	Q3244647	nasi kucing	7	0	
-	Q3269818	nasi kuning	12	0	
-	Q3273951	nasi campur	14	0	^
-	Q3313106		0	0	
-	Q3353942	Christmas ham	0	0	
-	Q3360595	campagne bread	10	0	
-	Q3391174	Katemak	4	0	
-	Q3391647	klappertaart	8	0	
-	Q3491553	somun	3	0	
-	Q3537474	neera	10	0	^
-	Q3553945	Vallée d’Aoste Jambon de Bosses	3	0	
-	Q3556900	yuvarlak	0	0	
-	Q3570992		0	0	
-	Q3574648	Ternasco de Aragón	3	0	
-	Q3594120		0	0	
-	Q3595351	Sadya	0	0	
-	Q3621199	peanut	21	0	^^
--	Q6929074	Mr. Peanut	0	0	
--	Q107063815	French burnt peanuts	0	0	
-	Q3675466	kattama	19	0	^
-	Q3676186	kuymak	14	0	
-	Q3676322	ciavarro	1	0	
-	Q3747526	Twisties	0	0	
-	Q3806716	Simomactra falcata	0	0	
-	Q3909175	es doger	5	0	
-	Q3940165	kidney	6	0	
-	Q4103061	lumpia Semarang	3	0	
-	Q4118270	mixed nuts	0	0	
-	Q4189615	nagasari	13	0	
-	Q4192299	Oncom	0	0	
-	Q4197759	botok	7	0	
-	Q4197962	Mung bean soup	10	0	
-	Q4199436	lawar	8	0	^
-	Q4200659	pempek	8	0	^^
--	Q56412603	pempek lenggang	1	0	
--	Q105489284	pempek tunu	0	0	
--	Q105612974	pempek lenjer	0	0	
-	Q4201329	sega lengko	6	0	
-	Q4202016	lupis	0	0	
-	Q4203530	karedok	8	0	^
-	Q4205452	nasi kebuli	6	0	^
-	Q4205456	Sangsang	0	0	
-	Q4208144	bakwan	9	0	
-	Q4208661	mie celor	7	0	
-	Q4247887	katsu sandwich	3	0	^
--	Q11554329		1	0	
-	Q4251295	kofte bozbash	6	0	^
-	Q4262936	combro	4	0	
-	Q4264051	geplak	4	0	
-	Q4272202	Tongseng	8	0	^^
-	Q4272221	Papeda	0	0	
-	Q4506424	chicken tabaka	8	0	
-	Q4614145	Parle-G	0	0	
-	Q4736109	Kinema	6	0	^
-	Q4739207	Amala(yam flour)	10	0	
-	Q4748563	Tempoyak	0	0	
-	Q4796283	Arroz à grega	2	0	
-	Q4796545	Arsik	5	0	^
-	Q4803469	asam pedas	10	0	^^
-	Q4811596	bazlama	15	0	^
-	Q4815005	pide	10	0	^
--	Q7675482	tahinli pide	2	0	
--	Q13644362	Ramadan pide	6	0	^
--	Q96741829	pide	6	0	^^
---	Q6077919	Karadeniz pidesi	2	0	
---	Q6744505	Etli ekmek	7	0	
---	Q96741549	peynirli pide	3	0	
---	Q106111046	Bursa cantık pide	3	0	
--	Q116984509	Nail Pita	0	0	
-	Q4822264	şehriye	7	0	
--	Q1317552	orzo	26	0	^
--	Q6002629	broken vermicelli	1	0	^
-	Q4833324	Añejo cheese	0	0	
-	Q4833482	kumru	6	0	
-	Q4887922	pepes	8	0	
--	Q13199989	ikan pepes	4	0	
--	Q28725129		3	0	^
--	Q56232200		0	0	
--	Q65211932	palai bada	2	0	
-	Q4899060	betutu	5	0	
-	Q4907305	bika ambon	10	0	^^
-	Q4920553	nasi ulam	9	0	
--	Q7878708	Ulam	4	0	^
-	Q4921072	red tortoise cake	0	0	
-	Q4997935	Buntil	0	0	
-	Q5015370	kelle	2	0	
-	Q5099514	Chin chin	7	0	
-	Q5103610	Chocolate Crunchies	0	0	
-	Q5115955	Chugchucaras	0	0	
-	Q5119344	Cicchetti	0	0	
-	Q5120165	Cimpa	4	0	
-	Q5139107	Coca flour	0	0	
-	Q5162437	Serabi	10	0	^
-	Q5171054	corn fritter	6	0	
-	Q5186070	Crispy Crunch	0	0	
-	Q5243850	Esquites	0	0	
-	Q5254542	rengginang	5	0	^
-	Q5257857	kolak	11	0	
--	Q97308080		1	0	
-	Q5261363	pecel	14	0	^
-	Q5262436	Klepon	14	0	
-	Q5316716	Duros	0	0	
-	Q5317729	gajar ka halwa	17	0	
-	Q5331480	Eba	11	0	
-	Q5373825	empal gentong	6	0	^^
-	Q5465302	food biotechnology	0	0	
-	Q5503619	fried eggplant	10	0	
-	Q5521784	Gaplek	0	0	
-	Q5554494		0	0	
-	Q5636956	pantruca	4	0	
-	Q5643903	ham salad	6	0	^^^^^
-	Q5666489	alfajores	3	0	
-	Q5687118		2	0	
-	Q5707718	Castilian asado	0	0	
-	Q5726314	Berenjena de Almagro	0	0	
-	Q5727172	Berza gaditana	0	0	
-	Q5735055		0	0	
-	Q5741634	Calzones rotos	3	0	
-	Q5763990	Chacina	1	0	
-	Q5767225	chorizo cular	3	0	^^
-	Q5812410	blueberry	8	0	^
-	Q5832771	Enfrijoladas	0	0	
-	Q5841510		0	0	
-	Q5939499	Humanitarian daily ration	0	0	
-	Q5954177	Judiones de la Granja	0	0	
-	Q5999895	Kayseri yağlaması	2	0	
-	Q6002018	ıslama köfte	5	0	^
-	Q6005710	Imokilly Regato	3	0	
-	Q6006053	Manisa kebap	2	0	
-	Q6006788	büryan	2	0	^
-	Q6008497	Circassian chicken	4	0	
-	Q6012372	kuzu fırın	5	0	
-	Q6013161	Kandil simidi	6	0	^
-	Q6017615	Dilber dudağı	4	0	
-	Q6018508	Peynir helva	0	0	
-	Q6020881		0	0	
-	Q6022608	pumpkin dessert	8	0	
-	Q6023589	morcilla de Burgos	4	0	^
-	Q6029192	yuvalama	3	0	^
-	Q6029320	tahini roll	13	0	^
-	Q6030071	Gavurdağı salatası	3	0	
-	Q6036443	Ankara tava	4	0	
-	Q6042330	kuzu kapama	5	0	
-	Q6049723	Tokat kebabı	3	0	
-	Q6051251	testi kebabı	0	0	
-	Q6063606	stuffed intestines	6	0	
-	Q6066250	Patatas con costillas adobadas	0	0	
-	Q6068180	İskilip dolması	5	0	^
-	Q6076542	hoşmerim	7	0	
-	Q6077919	Karadeniz pidesi	2	0	
-	Q6153360		0	0	
-	Q6170718	Zaalouk	9	0	
-	Q6270145	Jolpan	0	0	
-	Q6387099	Kemplang	3	0	
-	Q6392456	Tabriz köfte	13	0	
-	Q6393299	kerak telor	10	0	
-	Q6395436	Ketoprak	10	0	
-	Q6398629	Keşkül	11	0	
-	Q6411070		2	0	^
-	Q6421494	Kuli-kuli	0	0	
-	Q6429813	konro	7	0	^
-	Q6469877	hanımgöbeği	4	0	
-	Q6564586	ka'ak al-Quds	3	0	^^
-	Q6662503	Pitzuchim	0	0	
-	Q6665217	Hedik	0	0	
-	Q6724433	mackerel	5	0	
--	Q17231226	Nagasaki herb saba	1	0	
-	Q6744505	Etli ekmek	7	0	
-	Q6826618	Mezcal worm	0	0	
-	Q6894609	Moin moin	13	0	^
-	Q6945359	Encûr	1	0	
-	Q6967043	Nasi bakar	7	0	
-	Q6967046	nasi bogana	0	0	
-	Q6967048	Nasi liwet	5	0	
-	Q7030466	Qiwî	1	0	
-	Q7057742	Soryaz	0	0	
-	Q7127953	Pallubasa	0	0	
-	Q7163401	Penne alla vodka	10	0	
-	Q7165259	Pentol	0	0	
-	Q7167670	perdeli pilav	5	0	^^
-	Q7198960	piti	24	0	
-	Q7199977	Pizza Rolls	0	0	
-	Q7226350	cabbage	1	0	
-	Q7307455	uih sepit	7	0	
-	Q7370536	Roti buaya	0	0	
-	Q7377183	kue leker	0	0	
-	Q7377378	Lempuk	0	0	
-	Q7398190	Nisan	0	0	
-	Q7418601	Rujak cingur	6	0	^
-	Q7425996	Sate padang	7	0	
-	Q7428088		0	0	
-	Q7433113		0	0	
-	Q7439103	screwball	1	0	^
-	Q7439267	scrod	0	0	
-	Q7439701	Soto Madura	4	0	^
-	Q7446149	Rice Jamblang	6	0	^
-	Q7447375	Sel roti	9	0	^
-	Q7447605		0	0	
-	Q7525342	Siomay	8	0	
-	Q7571846	sowans	2	0	
-	Q7634410	suet pudding	3	0	
-	Q7656154	swikee	5	0	
-	Q7675482	tahinli pide	2	0	
-	Q7695520	Tekwan	6	0	^^
-	Q7780958	Dali ni Horbo	4	0	^
-	Q7808115	Ting Ting Jahe	0	0	
-	Q7808550	Tinutuan	9	0	^
-	Q7808813	Tipatipa	3	0	
-	Q8025241	Wingko	4	0	
-	Q8055913	kalburabastı	13	0	
-	Q8074976	stuffed zucchini flower	0	0	
-	Q8347369		2	0	
-	Q8962920	Frutas de Aragón	3	0	
-	Q9056689	alphabet pasta	9	0	
-	Q9079488		0	0	
-	Q9355864	Tatranky	0	0	
-	Q9696651		0	0	
-	Q10271001	Efó	0	0	
-	Q10271107	Ekuru	6	0	
-	Q10433119		0	0	
-	Q10546582	Knake	1	0	
-	Q10578322		1	0	
-	Q10657265		0	0	
-	Q10688353	Såkaka	1	0	
-	Q10749869	vanilla extract	0	0	
-	Q10855366	Goheimochi	6	0	^
-	Q10904904	tofu sheet	3	0	
-	Q10915484	Taiwan ramen	4	0	
-	Q10941762	Taigu Bing	0	0	
-	Q10954885		3	0	
-	Q10971166	timphan	5	0	^^
-	Q10978475	Pekasam	5	0	
-	Q10986174	sate madura	5	0	^
-	Q11017447		0	0	
-	Q11045882	seruit	0	0	
-	Q11047255	Shanxi noodles	0	0	
-	Q11076814	Min ba gu	0	0	
-	Q11113287	arem-arem	8	0	
-	Q11114189	Cenil	0	0	
-	Q11141042	Cimol	4	0	
-	Q11142810	cilok	6	0	
-	Q11144465	cireng	3	0	
-	Q11151345	navy curry	3	0	
-	Q11190742	brown sugar	43	0	
--	Q487233	natural cane sugar	8	0	^
---	Q837194	Demerara sugar	4	0	
---	Q1148077	jaggery	39	0	
---	Q9280616	muscovado	13	0	
---	Q10357458	panela	18	0	
---	Q17115441	Sucanat	1	0	
---	Q97189031		1	0	
--	Q60331391	commercial brown sugar	0	0	
---	Q2941315	Cassonade Graeffe	3	0	
-	Q11244057	SOYJOY	0	0	
-	Q11245715		0	0	
-	Q11257243		1	0	
-	Q11258799	Ankake spaghetti	2	0	
-	Q11417020	dengaku	3	0	
--	Q11272796	dekomawashi	0	0	
--	Q11517915	kinome dengaku	1	0	
-	Q11458898	Ogura toast	4	0	
-	Q11529313		1	0	
-	Q11554329		1	0	
-	Q11567629	grilled fish	2	0	
--	Q11390680	yakidai	1	0	
--	Q60776626	Saikyoyaki	1	0	
--	Q116449375	teriyaki	0	0	^^^
-	Q11592112	Fukuyamasu	1	0	
-	Q11674333	Katsuo no tataki	2	0	^
-	Q11677965	Kurohampen	2	0	^
-	Q11700178	Potica	13	0	
-	Q12176647		0	0	
-	Q12417662	Kacchi Biryani	0	0	
-	Q12472901	ayam tangkap	4	0	^^
-	Q12476406		3	0	
-	Q12478448	Celimpungan	1	0	^
-	Q12481254	Dengke Mas Naniura	4	0	^
-	Q12481775	doclang	4	0	
-	Q12482461		0	0	
-	Q12482583	Dawet Ice	0	0	
-	Q12483520	garang asem	2	0	
-	Q12484053	Getuk pero	0	0	
-	Q12484056		0	0	
-	Q12484057	Getuk Goreng	0	0	
-	Q12484510		0	0	
-	Q12484574	kuwah itek	2	0	^
-	Q12484575		2	0	^
-	Q12485894		0	0	
-	Q12486868	Itak Gurgur	0	0	
-	Q12488368		0	0	
-	Q12488369	peanut garlic	0	0	
-	Q12488372		0	0	
-	Q12489250	Kapurung	2	0	
-	Q12490514	Kelan Antep	2	0	
-	Q12491343		1	0	
-	Q12491346		0	0	
-	Q12491347	skin crackers	5	0	
-	Q12491348		0	0	
-	Q12491642	Getuk kicak	1	0	
-	Q12491862		0	0	
-	Q12492578		0	0	
-	Q12492690	kuah beulangong	2	0	^^^
-	Q12492824	pohulpohul	3	0	
-	Q12492825	lampet	3	0	^^
-	Q12492826	Ombusombus	3	0	
-	Q12492827	Kue	8	0	
--	Q5262528	getuk	8	0	^
---	Q102173245		0	0	
--	Q105528156		0	0	
--	Q862595		2	0	
--	Q2108393	sale pisang	5	0	^^^^^
--	Q5254542	rengginang	5	0	^
--	Q5262528	getuk	8	0	^
--	Q6441843	kue cubit	5	0	^
--	Q7307455	uih sepit	7	0	
--	Q8025241	Wingko	4	0	
--	Q12492826	Ombusombus	3	0	
--	Q12492830	kue lumpur	2	0	
--	Q12518255	suwar-suwir	2	0	^
--	Q12518675	Kue talam	6	0	
--	Q12690610	kue bangkit	5	0	
--	Q13199557		2	0	
--	Q16878381	Kembang Goyang	4	0	^
--	Q19728053		1	0	
--	Q19728073	Kumbu	1	0	
--	Q19746040	Keukarah	2	0	^^^
--	Q19746250	Meuseukat	5	0	^^^^
--	Q19747196	Pinyaram	5	0	
--	Q19749023	adrem	4	0	
--	Q20165873	Kue mangkok	5	0	^
--	Q25466838		1	0	
--	Q25688465	Pancong	1	0	
--	Q28724652	Kue precet	1	0	
--	Q28725149		2	0	
--	Q28725277		2	0	
--	Q57413117		3	0	
--	Q58090266		0	0	
--	Q61357162	engkak	1	0	
--	Q65209029		1	0	
--	Q65210412		1	0	
--	Q65210593	Jadah manten	1	0	
--	Q65449227		1	0	
--	Q84871014		2	0	
--	Q97202137	Janda berenang	2	0	
--	Q97203028	Putri mandi	1	0	
--	Q97271547		2	0	
--	Q97307776		1	0	
--	Q97307815		1	0	
--	Q97360429	Bolu kukus	4	0	
--	Q100255672	moho	1	0	
--	Q100606305	Bada reuteuk	2	0	^^
--	Q102172641	lamang baluo	1	0	
--	Q105476834		0	0	^
--	Q105481008	katrisolo	0	0	^
--	Q105528306	kue muso	1	0	
--	Q105528411		1	0	
--	Q105529039		0	0	
